round,date,home_team,home_score,away_score,away_team
14,2017-07-16,Coritiba,1,2,Fluminense
14,2017-07-17,Botafogo,2,1,Sport Recife
15,2017-07-19,Santos,1,0,Chapecoense
15,2017-07-19,Vitória,1,3,Grêmio
15,2017-07-19,Avaí,0,0,Corinthians
15,2017-07-19,Ponte Preta,4,0,Coritiba
15,2017-07-19,Atl. Mineiro,0,2,Bahia
15,2017-07-19,Flamengo,2,2,Palmeiras
15,2017-07-19,São Paulo,1,0,Vasco
15,2017-07-20,Fluminense,1,1,Cruzeiro EC
15,2017-07-20,Sport Recife,4,0,Atlético GO
15,2017-07-20,Athletico-PR,0,0,Botafogo
16,2017-07-22,Vitória,1,2,Chapecoense
16,2017-07-22,Flamengo,2,1,Coritiba
16,2017-07-23,Santos,3,0,Bahia
16,2017-07-23,Avaí,1,0,Cruzeiro EC
16,2017-07-23,Fluminense,0,1,Corinthians
16,2017-07-23,Sport Recife,0,2,Palmeiras
16,2017-07-23,Atlético GO,1,1,Botafogo
16,2017-07-23,Atl. Mineiro,1,2,Vasco
16,2017-07-23,Athletico-PR,0,2,Ponte Preta
16,2017-07-24,São Paulo,1,1,Grêmio
17,2017-07-29,Botafogo,3,4,São Paulo
17,2017-07-29,Palmeiras,2,0,Avaí
17,2017-07-30,Chapecoense,1,2,Atlético GO
17,2017-07-30,Bahia,1,3,Sport Recife
17,2017-07-30,Corinthians,1,1,Flamengo
17,2017-07-30,Coritiba,0,2,Atl. Mineiro
17,2017-07-30,Cruzeiro EC,0,0,Vitória
17,2017-07-30,Grêmio,1,1,Santos
17,2017-07-31,Vasco,0,1,Athletico-PR
17,2017-08-09,Ponte Preta,0,0,Fluminense
18,2017-08-02,Chapecoense,1,1,Bahia
18,2017-08-02,Sport Recife,2,2,Fluminense
18,2017-08-02,Atl. Mineiro,0,2,Corinthians
18,2017-08-02,Vitória,3,1,Ponte Preta
18,2017-08-02,Atlético GO,0,1,Grêmio
18,2017-08-02,Botafogo,1,2,Palmeiras
18,2017-08-02,Santos,3,2,Flamengo
18,2017-08-03,Athletico-PR,5,0,Avaí
18,2017-08-03,São Paulo,1,2,Coritiba
18,2017-08-03,Vasco,0,3,Cruzeiro EC
19,2017-08-05,Corinthians,3,1,Sport Recife
19,2017-08-05,Fluminense,3,1,Atlético GO
19,2017-08-06,Flamengo,0,2,Vitória
19,2017-08-06,Bahia,2,1,São Paulo
19,2017-08-06,Coritiba,2,0,Chapecoense
19,2017-08-06,Cruzeiro EC,0,0,Botafogo
19,2017-08-06,Grêmio,2,0,Atl. Mineiro
19,2017-08-06,Palmeiras,0,1,Athletico-PR
19,2017-08-06,Avaí,0,0,Santos
19,2017-08-06,Ponte Preta,0,0,Vasco
20,2017-08-12,Atlético GO,1,0,Coritiba
20,2017-08-12,Vitória,0,1,Avaí
20,2017-08-13,São Paulo,3,2,Cruzeiro EC
20,2017-08-13,Atl. Mineiro,2,0,Flamengo
20,2017-08-13,Sport Recife,0,0,Ponte Preta
20,2017-08-13,Vasco,1,1,Palmeiras
20,2017-08-13,Botafogo,1,0,Grêmio
20,2017-08-13,Athletico-PR,4,1,Bahia
20,2017-08-14,Santos,0,0,Fluminense
20,2017-08-23,Chapecoense,0,1,Corinthians
21,2017-08-19,Corinthians,0,1,Vitória
21,2017-08-19,Flamengo,2,0,Atlético GO
21,2017-08-20,Grêmio,0,0,Athletico-PR
21,2017-08-20,Avaí,1,1,São Paulo
21,2017-08-20,Bahia,3,0,Vasco
21,2017-08-20,Cruzeiro EC,2,0,Sport Recife
21,2017-08-20,Ponte Preta,2,1,Botafogo
21,2017-08-20,Coritiba,0,0,Santos
21,2017-08-20,Palmeiras,0,2,Chapecoense
21,2017-08-21,Fluminense,2,1,Atl. Mineiro
22,2017-08-26,Fluminense,0,1,Vasco
22,2017-08-26,Corinthians,0,1,Atlético GO
22,2017-08-27,Bahia,1,2,Botafogo
22,2017-08-27,Flamengo,2,0,Athletico-PR
22,2017-08-27,Palmeiras,4,2,São Paulo
22,2017-08-27,Ponte Preta,1,2,Atl. Mineiro
22,2017-08-27,Avaí,1,0,Chapecoense
22,2017-08-27,Cruzeiro EC,1,1,Santos
22,2017-08-28,Coritiba,0,1,Vitória
22,2017-09-02,Grêmio,5,0,Sport Recife
23,2017-09-09,Atl. Mineiro,1,1,Palmeiras
23,2017-09-09,Vasco,1,0,Grêmio
23,2017-09-09,São Paulo,2,2,Ponte Preta
23,2017-09-10,Athletico-PR,1,1,Coritiba
23,2017-09-10,Santos,2,0,Corinthians
23,2017-09-10,Sport Recife,0,1,Avaí
23,2017-09-10,Vitória,2,2,Fluminense
23,2017-09-10,Botafogo,2,0,Flamengo
23,2017-09-10,Chapecoense,1,2,Cruzeiro EC
23,2017-09-11,Atlético GO,1,1,Bahia
24,2017-09-16,Botafogo,2,0,Santos
24,2017-09-16,Ponte Preta,1,3,Atlético GO
24,2017-09-17,Avaí,1,1,Atl. Mineiro
24,2017-09-17,Athletico-PR,3,1,Fluminense
24,2017-09-17,Corinthians,1,0,Vasco
24,2017-09-17,Flamengo,2,0,Sport Recife
24,2017-09-17,Grêmio,0,1,Chapecoense
24,2017-09-17,Vitória,1,2,São Paulo
24,2017-09-17,Cruzeiro EC,1,0,Bahia
24,2017-09-18,Palmeiras,1,0,Coritiba
25,2017-09-23,Flamengo,1,1,Avaí
25,2017-09-23,Santos,1,0,Athletico-PR
25,2017-09-24,São Paulo,1,1,Corinthians
25,2017-09-24,Atlético GO,1,2,Cruzeiro EC
25,2017-09-24,Chapecoense,1,0,Ponte Preta
25,2017-09-24,Coritiba,2,3,Botafogo
25,2017-09-24,Fluminense,0,1,Palmeiras
25,2017-09-24,Atl. Mineiro,1,3,Vitória
25,2017-09-24,Bahia,1,0,Grêmio
25,2017-09-25,Sport Recife,1,1,Vasco
26,2017-09-30,Bahia,1,1,Coritiba
26,2017-09-30,Vasco,1,1,Chapecoense
26,2017-09-30,Palmeiras,0,1,Santos
26,2017-10-01,Avaí,0,2,Atlético GO
26,2017-10-01,Botafogo,2,3,Vitória
26,2017-10-01,Cruzeiro EC,1,1,Corinthians
26,2017-10-01,Grêmio,1,0,Fluminense
26,2017-10-01,São Paulo,1,0,Sport Recife
26,2017-10-01,Athletico-PR,0,2,Atl. Mineiro
26,2017-10-02,Ponte Preta,1,0,Flamengo
27,2017-10-11,Botafogo,2,1,Chapecoense
27,2017-10-11,Athletico-PR,2,2,Atlético GO
27,2017-10-11,Corinthians,3,1,Coritiba
27,2017-10-11,Atl. Mineiro,1,0,São Paulo
27,2017-10-11,Avaí,1,2,Vasco
27,2017-10-11,Grêmio,0,1,Cruzeiro EC
27,2017-10-12,Flamengo,1,1,Fluminense
27,2017-10-12,Ponte Preta,1,1,Santos
27,2017-10-12,Vitória,1,2,Sport Recife
27,2017-10-12,Palmeiras,2,2,Bahia
28,2017-10-07,Cruzeiro EC,2,1,Ponte Preta
28,2017-10-14,Vasco,1,0,Botafogo
28,2017-10-14,São Paulo,2,1,Athletico-PR
28,2017-10-15,Atlético GO,1,3,Palmeiras
28,2017-10-15,Chapecoense,0,1,Flamengo
28,2017-10-15,Fluminense,1,0,Avaí
28,2017-10-15,Sport Recife,1,1,Atl. Mineiro
28,2017-10-15,Bahia,2,0,Corinthians
28,2017-10-15,Coritiba,0,1,Grêmio
28,2017-10-16,Santos,2,2,Vitória
29,2017-10-18,Atlético GO,0,1,Vasco
29,2017-10-18,Coritiba,1,0,Cruzeiro EC
29,2017-10-18,Atl. Mineiro,2,3,Chapecoense
29,2017-10-18,Avaí,1,1,Botafogo
29,2017-10-18,Corinthians,0,0,Grêmio
29,2017-10-18,Fluminense,3,1,São Paulo
29,2017-10-19,Palmeiras,2,0,Ponte Preta
29,2017-10-19,Vitória,2,3,Athletico-PR
29,2017-10-19,Flamengo,4,1,Bahia
29,2017-10-19,Sport Recife,1,1,Santos
30,2017-10-21,Vasco,1,1,Coritiba
30,2017-10-22,Bahia,2,1,Vitória
30,2017-10-22,Athletico-PR,2,1,Sport Recife
30,2017-10-22,Cruzeiro EC,1,3,Atl. Mineiro
30,2017-10-22,Grêmio,1,3,Palmeiras
30,2017-10-22,Santos,1,0,Atlético GO
30,2017-10-22,São Paulo,2,0,Flamengo
30,2017-10-22,Chapecoense,2,0,Fluminense
30,2017-10-22,Ponte Preta,1,2,Avaí
30,2017-10-23,Botafogo,2,1,Corinthians
31,2017-10-28,São Paulo,2,1,Santos
31,2017-10-28,Flamengo,0,0,Vasco
31,2017-10-28,Athletico-PR,0,0,Chapecoense
31,2017-10-29,Atl. Mineiro,0,0,Botafogo
31,2017-10-29,Fluminense,1,1,Bahia
31,2017-10-29,Ponte Preta,1,0,Corinthians
31,2017-10-29,Sport Recife,3,4,Coritiba
31,2017-10-29,Vitória,1,1,Atlético GO
31,2017-10-29,Avaí,2,2,Grêmio
31,2017-10-30,Palmeiras,2,2,Cruzeiro EC
32,2017-11-04,Santos,3,1,Atl. Mineiro
32,2017-11-04,Atlético GO,0,1,São Paulo
32,2017-11-04,Botafogo,1,2,Fluminense
32,2017-11-04,Coritiba,4,0,Avaí
32,2017-11-05,Corinthians,3,2,Palmeiras
32,2017-11-05,Cruzeiro EC,1,0,Athletico-PR
32,2017-11-05,Grêmio,3,1,Flamengo
32,2017-11-05,Bahia,2,0,Ponte Preta
32,2017-11-05,Chapecoense,1,1,Sport Recife
32,2017-11-05,Vasco,1,1,Vitória
33,2017-11-08,Avaí,1,2,Bahia
33,2017-11-08,Ponte Preta,0,1,Grêmio
33,2017-11-08,Athletico-PR,0,1,Corinthians
33,2017-11-08,Sport Recife,1,2,Botafogo
33,2017-11-08,Flamengo,2,0,Cruzeiro EC
33,2017-11-08,Santos,1,2,Vasco
33,2017-11-08,Vitória,3,1,Palmeiras
33,2017-11-09,Atl. Mineiro,3,2,Atlético GO
33,2017-11-09,São Paulo,2,2,Chapecoense
33,2017-11-09,Fluminense,2,2,Coritiba
34,2017-11-11,Botafogo,0,1,Athletico-PR
34,2017-11-11,Corinthians,1,0,Avaí
34,2017-11-12,Atlético GO,2,0,Sport Recife
34,2017-11-12,Grêmio,1,1,Vitória
34,2017-11-12,Palmeiras,2,0,Flamengo
34,2017-11-12,Vasco,1,1,São Paulo
34,2017-11-12,Bahia,2,2,Atl. Mineiro
34,2017-11-12,Coritiba,1,1,Ponte Preta
34,2017-11-12,Cruzeiro EC,3,1,Fluminense
34,2017-11-13,Chapecoense,2,0,Santos
35,2017-11-15,Ponte Preta,2,1,Athletico-PR
35,2017-11-15,Cruzeiro EC,2,2,Avaí
35,2017-11-15,Grêmio,1,0,São Paulo
35,2017-11-15,Corinthians,3,1,Fluminense
35,2017-11-15,Vasco,1,1,Atl. Mineiro
35,2017-11-16,Botafogo,1,2,Atlético GO
35,2017-11-16,Chapecoense,2,1,Vitória
35,2017-11-16,Palmeiras,5,1,Sport Recife
35,2017-11-16,Bahia,3,1,Santos
35,2017-11-16,Coritiba,1,0,Flamengo
36,2017-11-19,Atlético GO,1,1,Chapecoense
36,2017-11-19,Flamengo,3,0,Corinthians
36,2017-11-19,São Paulo,0,0,Botafogo
36,2017-11-19,Sport Recife,1,0,Bahia
36,2017-11-19,Vitória,1,1,Cruzeiro EC
36,2017-11-19,Atl. Mineiro,3,0,Coritiba
36,2017-11-19,Athletico-PR,3,1,Vasco
36,2017-11-19,Santos,1,0,Grêmio
36,2017-11-20,Fluminense,2,0,Ponte Preta
36,2017-11-20,Avaí,2,1,Palmeiras
37,2017-11-25,Fluminense,1,2,Sport Recife
37,2017-11-26,Avaí,1,0,Athletico-PR
37,2017-11-26,Corinthians,2,2,Atl. Mineiro
37,2017-11-26,Coritiba,1,2,São Paulo
37,2017-11-26,Cruzeiro EC,0,1,Vasco
37,2017-11-26,Grêmio,1,1,Atlético GO
37,2017-11-26,Ponte Preta,2,3,Vitória
37,2017-11-26,Bahia,0,1,Chapecoense
37,2017-11-26,Flamengo,1,2,Santos
37,2017-11-27,Palmeiras,2,0,Botafogo
38,2017-12-03,Atlético GO,1,1,Fluminense
38,2017-12-03,Atl. Mineiro,4,3,Grêmio
38,2017-12-03,Botafogo,2,2,Cruzeiro EC
38,2017-12-03,Chapecoense,2,1,Coritiba
38,2017-12-03,Athletico-PR,3,0,Palmeiras
38,2017-12-03,Santos,1,1,Avaí
38,2017-12-03,São Paulo,1,1,Bahia
38,2017-12-03,Sport Recife,1,0,Corinthians
38,2017-12-03,Vasco,2,1,Ponte Preta
38,2017-12-03,Vitória,1,2,Flamengo
