round,date,home_team,home_score,away_score,away_team
10,2018-06-06,Botafogo,0,0,Ceará
10,2018-06-06,Vitória,1,0,Chapecoense
10,2018-06-06,Corinthians,1,1,Santos
10,2018-06-06,Sport Recife,1,0,Athletico-PR
10,2018-06-06,Cruzeiro EC,1,1,Vasco
10,2018-06-06,Grêmio,0,2,Palmeiras
10,2018-06-07,Fluminense,0,2,Flamengo
10,2018-06-07,Paraná,1,0,Bahia
10,2018-06-07,América MG,1,3,Atl. Mineiro
11,2018-06-09,Athletico-PR,0,1,São Paulo
11,2018-06-09,Chapecoense,2,0,Cruzeiro EC
11,2018-06-09,Vasco,3,2,Sport Recife
11,2018-06-09,Corinthians,0,0,Vitória
11,2018-06-10,Atl. Mineiro,5,2,Fluminense
11,2018-06-10,Bahia,3,3,Botafogo
11,2018-06-10,Ceará,2,2,Palmeiras
11,2018-06-10,Grêmio,1,0,América MG
11,2018-06-10,Flamengo,2,0,Paraná
11,2018-06-10,Santos,1,2,Internacional
12,2018-06-12,São Paulo,3,0,Vitória
12,2018-06-13,América MG,0,0,Chapecoense
12,2018-06-13,Fluminense,0,1,Santos
12,2018-06-13,Paraná,1,1,Cruzeiro EC
12,2018-06-13,Sport Recife,0,0,Grêmio
12,2018-06-13,Botafogo,2,0,Athletico-PR
12,2018-06-13,Palmeiras,1,1,Flamengo
12,2018-06-13,Atl. Mineiro,2,1,Ceará
12,2018-06-13,Bahia,1,0,Corinthians
12,2018-06-13,Internacional,3,1,Vasco
13,2018-07-18,Ceará,1,0,Sport Recife
13,2018-07-18,Vitória,1,0,Paraná
13,2018-07-18,Corinthians,2,0,Botafogo
13,2018-07-18,Flamengo,0,1,São Paulo
13,2018-07-18,Grêmio,2,0,Atl. Mineiro
13,2018-07-19,Chapecoense,1,1,Bahia
13,2018-07-19,Cruzeiro EC,3,1,América MG
13,2018-07-19,Santos,1,1,Palmeiras
13,2018-07-19,Vasco,1,1,Fluminense
13,2018-07-19,Athletico-PR,2,2,Internacional
14,2018-07-21,Flamengo,2,0,Botafogo
14,2018-07-21,São Paulo,3,1,Corinthians
14,2018-07-22,Bahia,4,1,Vitória
14,2018-07-22,Palmeiras,3,2,Atl. Mineiro
14,2018-07-22,Paraná,1,0,América MG
14,2018-07-22,Sport Recife,1,2,Fluminense
14,2018-07-22,Vasco,1,0,Grêmio
14,2018-07-22,Chapecoense,0,0,Santos
14,2018-07-22,Cruzeiro EC,2,1,Athletico-PR
14,2018-07-23,Internacional,1,0,Ceará
15,2018-07-25,Fluminense,1,0,Palmeiras
15,2018-07-25,Atl. Mineiro,2,0,Paraná
15,2018-07-25,Corinthians,2,0,Cruzeiro EC
15,2018-07-25,Santos,1,1,Flamengo
15,2018-07-26,Botafogo,1,0,Chapecoense
15,2018-07-26,Grêmio,2,1,São Paulo
15,2018-07-26,Vitória,1,0,Sport Recife
15,2018-07-26,América MG,2,1,Internacional
15,2018-08-29,Ceará,0,2,Bahia
15,2018-08-29,Athletico-PR,1,0,Vasco
16,2018-07-28,Ceará,1,0,Fluminense
16,2018-07-29,Palmeiras,3,0,Paraná
16,2018-07-29,Vasco,1,4,Corinthians
16,2018-07-29,Athletico-PR,4,0,Vitória
16,2018-07-29,Cruzeiro EC,0,2,São Paulo
16,2018-07-29,Flamengo,4,1,Sport Recife
16,2018-07-29,Internacional,3,0,Botafogo
16,2018-07-29,Chapecoense,1,1,Grêmio
16,2018-07-29,Santos,0,1,América MG
16,2018-07-30,Bahia,2,2,Atl. Mineiro
17,2018-08-04,Botafogo,0,0,Santos
17,2018-08-04,Grêmio,2,0,Flamengo
17,2018-08-04,Corinthians,0,0,Athletico-PR
17,2018-08-05,América MG,0,0,Palmeiras
17,2018-08-05,Paraná,0,1,Ceará
17,2018-08-05,São Paulo,2,1,Vasco
17,2018-08-05,Vitória,1,1,Cruzeiro EC
17,2018-08-05,Fluminense,1,1,Bahia
17,2018-08-05,Sport Recife,1,1,Chapecoense
17,2018-08-06,Atl. Mineiro,0,1,Internacional
18,2018-08-11,Ceará,0,0,Athletico-PR
18,2018-08-11,Bahia,1,0,América MG
18,2018-08-12,Atl. Mineiro,3,1,Santos
18,2018-08-12,Paraná,1,1,Botafogo
18,2018-08-12,Chapecoense,2,1,Corinthians
18,2018-08-12,Flamengo,1,0,Cruzeiro EC
18,2018-08-12,Sport Recife,1,3,São Paulo
18,2018-08-12,Grêmio,4,0,Vitória
18,2018-08-12,Palmeiras,1,0,Vasco
18,2018-08-13,Fluminense,0,3,Internacional
19,2018-08-18,Santos,3,0,Sport Recife
19,2018-08-18,Corinthians,0,1,Grêmio
19,2018-08-19,Athletico-PR,3,0,Flamengo
19,2018-08-19,Internacional,1,0,Paraná
19,2018-08-19,Botafogo,0,3,Atl. Mineiro
19,2018-08-19,Cruzeiro EC,1,1,Bahia
19,2018-08-19,Vitória,0,3,Palmeiras
19,2018-08-19,América MG,0,0,Fluminense
19,2018-08-19,São Paulo,2,0,Chapecoense
19,2018-08-20,Vasco,1,1,Ceará
20,2018-08-08,Ceará,1,1,Santos
20,2018-08-22,Bahia,0,1,Internacional
20,2018-08-22,Paraná,1,1,São Paulo
20,2018-08-22,Palmeiras,2,0,Botafogo
20,2018-08-22,Sport Recife,0,2,América MG
20,2018-08-22,Fluminense,1,0,Corinthians
20,2018-08-22,Grêmio,1,1,Cruzeiro EC
20,2018-08-23,Flamengo,1,0,Vitória
20,2018-08-23,Atl. Mineiro,0,0,Vasco
20,2018-09-13,Chapecoense,2,1,Athletico-PR
21,2018-08-25,Santos,2,0,Bahia
21,2018-08-25,Athletico-PR,2,1,Grêmio
21,2018-08-25,Corinthians,1,0,Paraná
21,2018-08-25,Botafogo,2,0,Sport Recife
21,2018-08-25,Cruzeiro EC,2,1,Fluminense
21,2018-08-26,São Paulo,1,0,Ceará
21,2018-08-26,América MG,2,2,Flamengo
21,2018-08-26,Internacional,0,0,Palmeiras
21,2018-08-26,Vitória,1,0,Atl. Mineiro
21,2018-08-26,Vasco,3,1,Chapecoense
22,2018-09-01,Grêmio,4,0,Botafogo
22,2018-09-01,Vitória,1,0,América MG
22,2018-09-01,Vasco,0,3,Santos
22,2018-09-01,Corinthians,1,1,Atl. Mineiro
22,2018-09-02,Flamengo,0,1,Ceará
22,2018-09-02,Athletico-PR,2,0,Bahia
22,2018-09-02,São Paulo,1,1,Fluminense
22,2018-09-02,Sport Recife,1,0,Paraná
22,2018-09-02,Chapecoense,1,2,Palmeiras
22,2018-09-02,Cruzeiro EC,0,0,Internacional
23,2018-09-05,Bahia,2,0,Sport Recife
23,2018-09-05,Botafogo,1,1,Cruzeiro EC
23,2018-09-05,Ceará,2,1,Corinthians
23,2018-09-05,Palmeiras,2,0,Athletico-PR
23,2018-09-05,Paraná,1,1,Chapecoense
23,2018-09-05,Atl. Mineiro,1,0,São Paulo
23,2018-09-05,Internacional,2,1,Flamengo
23,2018-09-06,Fluminense,0,0,Vitória
23,2018-09-06,Santos,0,0,Grêmio
23,2018-09-06,América MG,2,1,Vasco
24,2018-09-08,Sport Recife,0,0,Cruzeiro EC
24,2018-09-08,São Paulo,1,0,Bahia
24,2018-09-08,Flamengo,2,0,Chapecoense
24,2018-09-09,América MG,0,0,Ceará
24,2018-09-09,Fluminense,1,0,Botafogo
24,2018-09-09,Internacional,1,0,Grêmio
24,2018-09-09,Palmeiras,1,0,Corinthians
24,2018-09-09,Paraná,0,2,Santos
24,2018-09-09,Vitória,1,0,Vasco
24,2018-09-10,Atl. Mineiro,3,1,Athletico-PR
25,2018-09-15,Ceará,2,0,Vitória
25,2018-09-15,Grêmio,2,0,Paraná
25,2018-09-15,Vasco,1,1,Flamengo
25,2018-09-16,Botafogo,1,0,América MG
25,2018-09-16,Bahia,1,1,Palmeiras
25,2018-09-16,Athletico-PR,3,1,Fluminense
25,2018-09-16,Cruzeiro EC,0,0,Atl. Mineiro
25,2018-09-16,Santos,0,0,São Paulo
25,2018-09-16,Corinthians,2,1,Sport Recife
25,2018-09-17,Chapecoense,2,1,Internacional
26,2018-09-22,São Paulo,1,1,América MG
26,2018-09-23,Grêmio,3,2,Ceará
26,2018-09-23,Athletico-PR,3,0,Paraná
26,2018-09-23,Corinthians,1,1,Internacional
26,2018-09-23,Flamengo,2,1,Atl. Mineiro
26,2018-09-23,Sport Recife,0,1,Palmeiras
26,2018-09-23,Vitória,3,4,Botafogo
26,2018-09-23,Cruzeiro EC,2,1,Santos
26,2018-09-24,Chapecoense,1,2,Fluminense
26,2018-09-24,Vasco,2,1,Bahia
27,2018-09-29,Fluminense,0,1,Grêmio
27,2018-09-29,América MG,0,0,Corinthians
27,2018-09-29,Bahia,0,0,Flamengo
27,2018-09-30,Palmeiras,3,1,Cruzeiro EC
27,2018-09-30,Atl. Mineiro,5,2,Sport Recife
27,2018-09-30,Botafogo,2,2,São Paulo
27,2018-09-30,Internacional,2,1,Vitória
27,2018-09-30,Santos,1,0,Athletico-PR
27,2018-09-30,Ceará,3,1,Chapecoense
27,2018-10-01,Paraná,1,1,Vasco
28,2018-10-05,Sport Recife,2,1,Internacional
28,2018-10-05,Corinthians,0,3,Flamengo
28,2018-10-05,Vitória,0,1,Santos
28,2018-10-06,Chapecoense,1,0,Atl. Mineiro
28,2018-10-06,Athletico-PR,4,0,América MG
28,2018-10-06,São Paulo,0,2,Palmeiras
28,2018-10-06,Grêmio,2,2,Bahia
28,2018-10-08,Fluminense,4,0,Paraná
28,2018-10-09,Botafogo,1,1,Vasco
28,2018-10-24,Cruzeiro EC,0,2,Ceará
29,2018-10-13,Flamengo,3,0,Fluminense
29,2018-10-13,Santos,1,0,Corinthians
29,2018-10-13,Bahia,2,0,Paraná
29,2018-10-14,Chapecoense,0,1,Vitória
29,2018-10-14,Internacional,3,1,São Paulo
29,2018-10-14,Palmeiras,2,0,Grêmio
29,2018-10-14,Vasco,2,0,Cruzeiro EC
29,2018-10-14,Atl. Mineiro,0,0,América MG
29,2018-10-14,Athletico-PR,4,0,Sport Recife
29,2018-10-15,Ceará,0,0,Botafogo
30,2018-10-20,América MG,1,1,Grêmio
30,2018-10-20,Botafogo,0,1,Bahia
30,2018-10-20,São Paulo,0,0,Athletico-PR
30,2018-10-20,Sport Recife,2,1,Vasco
30,2018-10-21,Fluminense,1,0,Atl. Mineiro
30,2018-10-21,Palmeiras,2,1,Ceará
30,2018-10-21,Vitória,2,2,Corinthians
30,2018-10-21,Cruzeiro EC,3,0,Chapecoense
30,2018-10-21,Paraná,0,4,Flamengo
30,2018-10-22,Internacional,2,2,Santos
31,2018-10-26,Vitória,0,1,São Paulo
31,2018-10-26,Vasco,1,1,Internacional
31,2018-10-27,Grêmio,3,4,Sport Recife
31,2018-10-27,Santos,3,0,Fluminense
31,2018-10-27,Chapecoense,1,0,América MG
31,2018-10-27,Corinthians,2,1,Bahia
31,2018-10-27,Flamengo,1,1,Palmeiras
31,2018-10-27,Athletico-PR,2,1,Botafogo
31,2018-10-27,Cruzeiro EC,3,1,Paraná
31,2018-10-29,Ceará,2,1,Atl. Mineiro
32,2018-11-03,Atl. Mineiro,0,1,Grêmio
32,2018-11-03,Fluminense,0,1,Vasco
32,2018-11-03,Palmeiras,3,2,Santos
32,2018-11-04,América MG,1,2,Cruzeiro EC
32,2018-11-04,Botafogo,1,0,Corinthians
32,2018-11-04,Paraná,1,1,Vitória
32,2018-11-04,São Paulo,2,2,Flamengo
32,2018-11-04,Bahia,1,0,Chapecoense
32,2018-11-04,Internacional,2,1,Athletico-PR
32,2018-11-05,Sport Recife,1,0,Ceará
33,2018-11-10,América MG,0,1,Paraná
33,2018-11-10,Corinthians,1,1,São Paulo
33,2018-11-10,Botafogo,2,1,Flamengo
33,2018-11-10,Athletico-PR,2,0,Cruzeiro EC
33,2018-11-11,Atl. Mineiro,1,1,Palmeiras
33,2018-11-11,Ceará,1,1,Internacional
33,2018-11-11,Grêmio,2,1,Vasco
33,2018-11-11,Vitória,2,2,Bahia
33,2018-11-11,Fluminense,0,0,Sport Recife
33,2018-11-12,Santos,0,1,Chapecoense
34,2018-11-14,Vasco,1,1,Athletico-PR
34,2018-11-14,Bahia,2,1,Ceará
34,2018-11-14,Paraná,0,1,Atl. Mineiro
34,2018-11-14,Cruzeiro EC,1,0,Corinthians
34,2018-11-14,Palmeiras,3,0,Fluminense
34,2018-11-14,Sport Recife,0,0,Vitória
34,2018-11-15,Chapecoense,0,1,Botafogo
34,2018-11-15,Flamengo,1,0,Santos
34,2018-11-15,São Paulo,1,1,Grêmio
34,2018-11-15,Internacional,2,0,América MG
35,2018-11-17,Corinthians,1,0,Vasco
35,2018-11-17,Vitória,1,2,Athletico-PR
35,2018-11-17,Atl. Mineiro,1,0,Bahia
35,2018-11-18,América MG,2,1,Santos
35,2018-11-18,Botafogo,1,0,Internacional
35,2018-11-18,Paraná,1,1,Palmeiras
35,2018-11-18,Sport Recife,0,1,Flamengo
35,2018-11-18,Grêmio,2,0,Chapecoense
35,2018-11-18,São Paulo,1,0,Cruzeiro EC
35,2018-11-19,Fluminense,0,0,Ceará
36,2018-11-21,Internacional,1,2,Atl. Mineiro
36,2018-11-21,Santos,1,1,Botafogo
36,2018-11-21,Athletico-PR,1,0,Corinthians
36,2018-11-21,Cruzeiro EC,3,0,Vitória
36,2018-11-21,Flamengo,2,0,Grêmio
36,2018-11-21,Palmeiras,4,0,América MG
36,2018-11-22,Vasco,2,0,São Paulo
36,2018-11-22,Bahia,2,0,Fluminense
36,2018-11-22,Ceará,1,0,Paraná
36,2018-11-22,Chapecoense,2,1,Sport Recife
37,2018-11-24,Santos,3,2,Atl. Mineiro
37,2018-11-25,Athletico-PR,2,2,Ceará
37,2018-11-25,Cruzeiro EC,0,2,Flamengo
37,2018-11-25,Vasco,0,1,Palmeiras
37,2018-11-25,Vitória,0,0,Grêmio
37,2018-11-25,América MG,1,0,Bahia
37,2018-11-25,Corinthians,0,0,Chapecoense
37,2018-11-25,Internacional,2,0,Fluminense
37,2018-11-26,Botafogo,2,1,Paraná
37,2018-11-26,São Paulo,0,0,Sport Recife
38,2018-12-01,Atl. Mineiro,1,0,Botafogo
38,2018-12-01,Flamengo,1,2,Athletico-PR
38,2018-12-02,Bahia,0,0,Cruzeiro EC
38,2018-12-02,Ceará,0,0,Vasco
38,2018-12-02,Chapecoense,1,0,São Paulo
38,2018-12-02,Fluminense,1,0,América MG
38,2018-12-02,Grêmio,1,0,Corinthians
38,2018-12-02,Palmeiras,3,2,Vitória
38,2018-12-02,Paraná,1,1,Internacional
38,2018-12-02,Sport Recife,2,1,Santos
