date,gameweek,home,home_score,away_score,away
2018-11-05 19:00:00,32,Sport Recife,1,0,Ceará
2018-11-10 17:00:00,33,América (MG),0,1,Paraná
2018-11-10 17:00:00,33,Corinthians,1,1,São Paulo
2018-11-10 19:00:00,33,Botafogo (RJ),2,1,Flamengo
2018-11-10 19:00:00,33,Atl Paranaense,2,0,Cruzeiro
2018-11-11 16:00:00,33,Ceará,1,1,Internacional
2018-11-11 16:00:00,33,Vitória,2,2,Bahia
2018-11-11 17:00:00,33,Grêmio,2,1,Vasco da Gama
2018-11-11 17:00:00,33,Atlético Mineiro,1,1,Palmeiras
2018-11-11 19:00:00,33,Fluminense,0,0,Sport Recife
2018-11-12 20:00:00,33,Santos,0,1,Chapecoense
2018-11-14 19:30:00,34,Vasco da Gama,1,1,Atl Paranaense
2018-11-14 20:00:00,34,Bahia,2,1,Ceará
2018-11-14 21:00:00,34,Paraná,0,1,Atlético Mineiro
2018-11-14 20:45:00,34,Sport Recife,0,0,Vitória
2018-11-14 21:45:00,34,Palmeiras,3,0,Fluminense
2018-11-14 21:45:00,34,Cruzeiro,1,0,Corinthians
2018-11-15 17:00:00,34,Chapecoense,0,1,Botafogo (RJ)
2018-11-15 17:00:00,34,Flamengo,1,0,Santos
2018-11-15 19:00:00,34,São Paulo,1,1,Grêmio
2018-11-15 21:00:00,34,Internacional,2,0,América (MG)
2018-11-17 18:00:00,35,Vitória,1,2,Atl Paranaense
2018-11-17 19:00:00,35,Corinthians,1,0,Vasco da Gama
2018-11-17 21:00:00,35,Atlético Mineiro,1,0,Bahia
2018-11-18 16:00:00,35,Sport Recife,0,1,Flamengo
2018-11-18 17:00:00,35,América (MG),2,1,Santos
2018-11-18 17:00:00,35,Paraná,1,1,Palmeiras
2018-11-18 17:00:00,35,Botafogo (RJ),1,0,Internacional
2018-11-18 19:00:00,35,São Paulo,1,0,Cruzeiro
2018-11-18 19:00:00,35,Grêmio,2,0,Chapecoense
2018-11-19 20:00:00,35,Fluminense,0,0,Ceará
2018-11-21 19:30:00,36,Internacional,1,2,Atlético Mineiro
2018-11-21 21:00:00,36,Santos,1,1,Botafogo (RJ)
2018-11-21 21:45:00,36,Palmeiras,4,0,América (MG)
2018-11-21 21:45:00,36,Atl Paranaense,1,0,Corinthians
2018-11-21 21:45:00,36,Flamengo,2,0,Grêmio
2018-11-21 21:45:00,36,Cruzeiro,3,0,Vitória
2018-11-22 20:00:00,36,Vasco da Gama,2,0,São Paulo
2018-11-22 20:00:00,36,Bahia,2,0,Fluminense
2018-11-22 20:00:00,36,Ceará,1,0,Paraná
2018-11-22 21:00:00,36,Chapecoense,2,1,Sport Recife
2018-11-24 20:00:00,37,Santos,3,2,Atlético Mineiro
2018-11-25 16:00:00,37,Vitória,0,0,Grêmio
2018-11-25 17:00:00,37,Cruzeiro,0,2,Flamengo
2018-11-25 17:00:00,37,Vasco da Gama,0,1,Palmeiras
2018-11-25 17:00:00,37,Atl Paranaense,2,2,Ceará
2018-11-25 19:00:00,37,Internacional,2,0,Fluminense
2018-11-25 19:00:00,37,Corinthians,0,0,Chapecoense
2018-11-25 19:00:00,37,América (MG),1,0,Bahia
2018-11-26 20:00:00,37,Botafogo (RJ),2,1,Paraná
2018-11-26 20:00:00,37,São Paulo,0,0,Sport Recife
2018-12-01 19:00:00,38,Atlético Mineiro,1,0,Botafogo (RJ)
2018-12-01 19:00:00,38,Flamengo,1,2,Atl Paranaense
2018-12-02 16:00:00,38,Sport Recife,2,1,Santos
2018-12-02 16:00:00,38,Ceará,0,0,Vasco da Gama
2018-12-02 16:00:00,38,Bahia,0,0,Cruzeiro
2018-12-02 17:00:00,38,Grêmio,1,0,Corinthians
2018-12-02 17:00:00,38,Paraná,1,1,Internacional
2018-12-02 17:00:00,38,Palmeiras,3,2,Vitória
2018-12-02 17:00:00,38,Fluminense,1,0,América (MG)
2018-12-02 17:00:00,38,Chapecoense,1,0,São Paulo
