match,player,X,Y
Corinthians x Atlético GO,D. Avelar,54,82
Corinthians x Atlético GO,D. Avelar,26,65
Corinthians x Atlético GO,D. Avelar,56,89
Corinthians x Atlético GO,D. Avelar,60,82
Corinthians x Atlético GO,D. Avelar,35,95
Corinthians x Atlético GO,D. Avelar,7,61
Corinthians x Atlético GO,D. Avelar,2,58
Corinthians x Atlético GO,D. Avelar,51,73
Corinthians x Atlético GO,D. Avelar,56,81
Corinthians x Atlético GO,D. Avelar,57,83
Corinthians x Atlético GO,D. Avelar,9,50
Corinthians x Atlético GO,D. Avelar,26,81
Corinthians x Atlético GO,D. Avelar,1,49
Corinthians x Atlético GO,D. Avelar,28,73
Corinthians x Atlético GO,D. Avelar,25,67
Corinthians x Atlético GO,D. Avelar,35,85
Corinthians x Atlético GO,D. Avelar,23,65
Corinthians x Atlético GO,D. Avelar,25,84
Corinthians x Atlético GO,D. Avelar,20,83
Corinthians x Atlético GO,D. Avelar,24,83
Corinthians x Atlético GO,D. Avelar,20,70
Corinthians x Atlético GO,D. Avelar,9,54
Corinthians x Atlético GO,D. Avelar,3,57
Corinthians x Atlético GO,D. Avelar,0,62
Corinthians x Atlético GO,D. Avelar,40,89
Corinthians x Atlético GO,D. Avelar,27,86
Corinthians x Atlético GO,D. Avelar,31,85
Corinthians x Atlético GO,D. Avelar,43,96
Corinthians x Atlético GO,D. Avelar,39,70
Corinthians x Atlético GO,D. Avelar,9,47
Corinthians x Atlético GO,D. Avelar,70,89
Corinthians x Atlético GO,D. Avelar,33,39
Corinthians x Atlético GO,D. Avelar,32,42
Corinthians x Atlético GO,D. Avelar,77,73
Corinthians x Atlético GO,D. Avelar,44,93
Corinthians x Atlético GO,L. Piton,53,98
Corinthians x Atlético GO,L. Piton,7,94
Corinthians x Atlético GO,L. Piton,6,88
Corinthians x Atlético GO,L. Piton,65,100
Corinthians x Atlético GO,L. Piton,33,93
Corinthians x Atlético GO,L. Piton,33,93
Corinthians x Atlético GO,L. Piton,37,95
Corinthians x Atlético GO,L. Piton,39,96
Corinthians x Atlético GO,L. Piton,34,100
Corinthians x Atlético GO,L. Piton,33,97
Corinthians x Atlético GO,L. Piton,23,100
Corinthians x Atlético GO,L. Piton,16,97
Corinthians x Atlético GO,L. Piton,25,100
Corinthians x Atlético GO,L. Piton,10,100
Corinthians x Atlético GO,L. Piton,24,92
Corinthians x Atlético GO,L. Piton,24,87
Corinthians x Atlético GO,L. Piton,32,81
Corinthians x Atlético GO,L. Piton,17,94
Corinthians x Atlético GO,L. Piton,15,100
Corinthians x Atlético GO,L. Piton,14,97
Corinthians x Atlético GO,L. Piton,19,96
Corinthians x Atlético GO,L. Piton,26,97
Corinthians x Atlético GO,L. Piton,43,93
Corinthians x Atlético GO,L. Piton,75,94
